2021 Assembly Election DMK Candidates List,2021 Assembly Election AIADMK Candidates List,2021 Assembly Election BJP Candidates List,2021 Assembly Election INC Candidates,2021 Assembly Election MDMK Candidates List,2021 Assembly Election PMK Candidates List,2021 Assembly Election VCK Candidates List ,2021 Assembly Election PMK Candidates List
Candidate Name | Assembly Constituency | Votes | Vote Share | Result,Candidate Name | Assembly Constituency | Votes | Vote Share | Result,Candidate Name | Assembly Constituency | Votes | Vote Share | Result,Candidate Name | Assembly Constituency | Votes | Vote Share | Result,Candidate Name | Assembly Constituency | Votes | Vote Share | Result,Candidate Name | Assembly Constituency | Votes | Vote Share | Result,Candidate Name | Assembly Constituency | Votes | Vote Share | Result,
---------------------------------------------------------------------------,---------------------------------------------------------------------------,---------------------------------------------------------------------------,---------------------------------------------------------------------------,---------------------------------------------------------------------------,---------------------------------------------------------------------------,---------------------------------------------------------------------------,
"S S Sivashankar | Kunnam | 1,03,922 | 47.26% | WON","M.c.sampath | Cuddalore | 79,412 | 43.63% | LOST",,,,,,
"K S K Kannan | Jayankondam | 99,529 | 46% | WON","Ramajeyam | Kurinjipadi | 83,929 | 42.22% | LOST",,,,,,
"C V Ganesan | Tittagudi (SC) | 83,726 | 49.78% | WON","Arunmozhithevan | Bhuvanagiri | 96,453 | 48.92% | WON",,,,,,
"Saba Rajendiran | Neyveli | 75,177 | 45.8% | WON","K.a.pandian | Chidambaram | 91,961 | 50.16% | WON",,,,,,
"Ko Ayyappan | Cuddalore | 84,563 | 46.46% | WON","Murugumaran | Kattumannarkoil(SC) | 75,491 | 43% | LOST",,,,,,
"M R K Panneerselvam | Kurinjipadi | 1,01,456 | 51.04% | WON","P.v. Barathi | Sirkazhi | 81,909 | 42.81% | LOST",,,,,,
"Durai Ki Saravanan | Bhuvanagiri | 88,194 | 44.73% | LOST","Pavunraj | Poompuhar | 92,803 | 44.65% | LOST",,,,,,
"Mu Panneerselvam | Sirkazhi | 94,057 | 49.16% | WON","Thanga Kathiravan | Nagapattinam | 59,043 | 41.13% | LOST",,,,,,
"Nivetha Murugan | Poompuhar | 96,102 | 46.24% | WON","O.s. Maniyan | Vedaranyam | 78,719 | 49.8% | WON",,,,,,
"S K Vedharathinam | Vedaranyam | 66,390 | 42% | LOST","Sureshkumar | Thiruthuraipoondi | 67,024 | 36.06% | LOST",,,,,,
"Trb Raja | Mannargudi | 87,172 | 45.11% | WON","Siva Rajamanickam | Mannargudi | 49,779 | 25.76% | LOST",,,,,,
